State,Crime_Type,Year,Cases,unemployment_rate,poverty_rate,per_capita_income,inflation_rate,population_density,gender_ratio,literacy_rate,youth_population_percent,urbanization_rate,human_development_index,police_stations_per_district,conviction_rate,police_personnel_per_100k,alcohol_consumption_per_capita
Tamil Nadu,Rape,2001,324,6.23,27.19,81605.0,5.21,184,937,78.87,30.0,28.0,0.602,13,38.0,88,2.11
Tamil Nadu,Riots,2001,951,6.23,27.19,81605.0,5.21,184,937,78.87,30.0,28.0,0.602,13,38.0,88,2.11
Tamil Nadu,Robbery,2001,2135,6.23,27.19,81605.0,5.21,184,937,78.87,30.0,28.0,0.602,13,38.0,88,2.11
Tamil Nadu,Theft,2001,26063,6.23,27.19,81605.0,5.21,184,937,78.87,30.0,28.0,0.602,13,38.0,88,2.11
Tamil Nadu,Burglary,2002,3904,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Dacoity,2002,15,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Dowry Deaths,2002,405,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Kidnapping & Abduction,2002,2465,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Murder,2002,1066,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Rape,2002,397,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Riots,2002,319,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Robbery,2002,1356,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Theft,2002,59293,6.3,26.77,77202.0,6.31,183,927,79.05,26.98,29.4,0.608,14,41.1,91,2.19
Tamil Nadu,Burglary,2003,4422,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Dacoity,2003,36,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Dowry Deaths,2003,15,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Kidnapping & Abduction,2003,4765,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Murder,2003,45,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Rape,2003,572,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Riots,2003,803,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Robbery,2003,234,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Theft,2003,17448,6.68,23.04,79457.0,4.75,182,927,79.32,24.96,28.8,0.618,13,42.2,91,1.97
Tamil Nadu,Burglary,2004,7013,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Dacoity,2004,67,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Dowry Deaths,2004,102,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Kidnapping & Abduction,2004,2401,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Murder,2004,1227,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Rape,2004,310,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Riots,2004,270,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Robbery,2004,2185,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Theft,2004,49957,6.81,24.16,83410.0,4.07,187,938,79.4,27.94,29.2,0.622,10,34.3,83,1.97
Tamil Nadu,Burglary,2005,11583,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Dacoity,2005,11,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Dowry Deaths,2005,431,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Kidnapping & Abduction,2005,4254,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Murder,2005,747,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Rape,2005,489,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Riots,2005,1015,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Robbery,2005,1139,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Theft,2005,9447,5.97,22.12,81180.0,5.08,190,935,79.56,24.92,27.6,0.625,12,36.4,96,2.13
Tamil Nadu,Burglary,2006,731,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Dacoity,2006,0,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Dowry Deaths,2006,30,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Kidnapping & Abduction,2006,6763,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Murder,2006,1039,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Rape,2006,208,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Riots,2006,2024,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Robbery,2006,808,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Theft,2006,35861,7.35,24.84,78652.0,3.75,182,928,79.72,26.9,31.0,0.647,17,40.5,89,2.16
Tamil Nadu,Burglary,2007,10052,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Dacoity,2007,72,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Dowry Deaths,2007,367,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Kidnapping & Abduction,2007,5685,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Murder,2007,1150,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Rape,2007,286,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Riots,2007,132,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Robbery,2007,656,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Theft,2007,51633,7.53,23.49,81431.0,6.44,188,934,79.99,24.88,30.4,0.65,16,34.6,103,1.98
Tamil Nadu,Burglary,2008,6780,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Dacoity,2008,0,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Dowry Deaths,2008,564,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Kidnapping & Abduction,2008,2011,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Murder,2008,1250,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Rape,2008,290,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Riots,2008,251,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Robbery,2008,967,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Theft,2008,28530,6.49,25.93,82146.0,5.68,181,930,80.05,28.86,29.8,0.648,16,42.7,94,2.35
Tamil Nadu,Burglary,2009,0,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Dacoity,2009,41,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Dowry Deaths,2009,233,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Kidnapping & Abduction,2009,3138,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Murder,2009,980,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Rape,2009,113,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Riots,2009,2400,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Robbery,2009,1842,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Theft,2009,30983,6.92,26.95,80979.0,5.21,190,932,80.25,26.84,32.2,0.631,12,37.8,102,2.27
Tamil Nadu,Burglary,2010,6814,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Dacoity,2010,26,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Dowry Deaths,2010,186,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Kidnapping & Abduction,2010,1191,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Murder,2010,305,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Rape,2010,114,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Riots,2010,483,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Robbery,2010,818,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Theft,2010,18667,6.25,26.57,79763.0,4.73,186,929,80.43,28.82,30.6,0.654,18,43.9,102,1.88
Tamil Nadu,Burglary,2011,8079,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Dacoity,2011,21,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Dowry Deaths,2011,175,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Kidnapping & Abduction,2011,2572,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Murder,2011,337,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Rape,2011,413,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Riots,2011,854,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Robbery,2011,158,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Theft,2011,36015,6.43,26.09,80169.0,6.14,184,937,80.59,24.8,34.0,0.646,15,44.0,106,2.24
Tamil Nadu,Burglary,2012,8021,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Dacoity,2012,13,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Dowry Deaths,2012,198,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Kidnapping & Abduction,2012,2155,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Murder,2012,797,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Rape,2012,321,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Riots,2012,838,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Robbery,2012,737,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Theft,2012,6819,5.65,24.21,81748.0,6.43,189,929,80.72,29.78,34.4,0.655,17,42.1,99,2.41
Tamil Nadu,Burglary,2013,9384,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Dacoity,2013,43,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Dowry Deaths,2013,134,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Kidnapping & Abduction,2013,1670,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Murder,2013,0,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Rape,2013,787,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Riots,2013,590,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Robbery,2013,939,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Theft,2013,38334,6.56,27.3,80633.0,2.5,188,936,80.85,26.76,34.8,0.653,17,42.2,105,2.04
Tamil Nadu,Burglary,2014,9832,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Dacoity,2014,15,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Dowry Deaths,2014,578,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Kidnapping & Abduction,2014,0,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Murder,2014,1388,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Rape,2014,602,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Riots,2014,799,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Robbery,2014,955,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Theft,2014,6637,6.02,25.18,81571.0,6.94,190,930,81.06,26.74,30.2,0.655,12,36.3,109,2.37
Tamil Nadu,Burglary,2015,5237,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Dacoity,2015,35,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Dowry Deaths,2015,0,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Kidnapping & Abduction,2015,8837,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Murder,2015,712,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Rape,2015,653,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Riots,2015,91,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Robbery,2015,1225,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Theft,2015,46289,5.77,25.62,83572.0,4.16,190,932,81.21,27.72,30.6,0.674,13,38.4,97,2.09
Tamil Nadu,Burglary,2016,9509,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Dacoity,2016,41,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Dowry Deaths,2016,191,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Kidnapping & Abduction,2016,2601,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Murder,2016,981,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Rape,2016,892,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Riots,2016,739,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Robbery,2016,877,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Theft,2016,34773,4.77,21.72,82442.0,3.39,182,936,81.41,29.7,34.0,0.677,15,43.5,103,2.38
Tamil Nadu,Burglary,2017,1495,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Dacoity,2017,31,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Dowry Deaths,2017,551,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Kidnapping & Abduction,2017,879,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Murder,2017,205,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Rape,2017,483,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Riots,2017,879,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Robbery,2017,226,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Theft,2017,29337,5.18,26.08,83465.0,2.51,183,930,81.59,27.68,33.4,0.688,11,39.6,114,2.12
Tamil Nadu,Burglary,2018,1681,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Dacoity,2018,31,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Dowry Deaths,2018,392,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Kidnapping & Abduction,2018,784,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Murder,2018,1476,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Rape,2018,1163,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Riots,2018,880,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Robbery,2018,168,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Theft,2018,22285,6.65,21.8,80586.0,4.24,182,937,81.68,24.66,32.8,0.701,16,35.7,104,2.13
Tamil Nadu,Burglary,2019,2136,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Dacoity,2019,15,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Dowry Deaths,2019,282,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Kidnapping & Abduction,2019,3397,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Murder,2019,645,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Rape,2019,418,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Riots,2019,318,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Robbery,2019,1638,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Theft,2019,68196,6.47,25.52,83818.0,4.47,182,933,81.9,28.64,36.2,0.694,11,39.8,115,2.4
Tamil Nadu,Burglary,2020,7986,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Dacoity,2020,36,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Dowry Deaths,2020,545,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Kidnapping & Abduction,2020,451,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Murder,2020,818,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Rape,2020,1023,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Riots,2020,818,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Robbery,2020,1801,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Theft,2020,82391,5.75,21.46,83079.0,3.5,181,927,82.1,24.62,33.6,0.701,14,43.9,105,2.24
Tamil Nadu,Burglary,2021,12868,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Dacoity,2021,110,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Dowry Deaths,2021,203,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Kidnapping & Abduction,2021,3596,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Murder,2021,1052,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Rape,2021,689,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Riots,2021,987,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Robbery,2021,942,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Theft,2021,7700,5.9,24.68,82100.0,2.5,181,937,82.24,29.6,34.0,0.704,13,45.0,121,2.24
Tamil Nadu,Burglary,2022,2803,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Tamil Nadu,Dacoity,2022,24,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Tamil Nadu,Dowry Deaths,2022,0,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Tamil Nadu,Kidnapping & Abduction,2022,959,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Tamil Nadu,Murder,2022,1570,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Tamil Nadu,Rape,2022,660,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Tamil Nadu,Riots,2022,216,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Tamil Nadu,Robbery,2022,0,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Tamil Nadu,Theft,2022,0,5.67,23.4,82078.0,5.23,189,927,82.4,29.58,35.4,0.7,18,39.1,118,2.35
Telangana,Burglary,2001,4411,4.84,23.25,49375.0,5.58,128,865,70.54,28.0,30.0,0.676,10,38.0,94,2.92
Telangana,Dacoity,2001,0,4.84,23.25,49375.0,5.58,128,865,70.54,28.0,30.0,0.676,10,38.0,94,2.92
Telangana,Dowry Deaths,2001,474,4.84,23.25,49375.0,5.58,128,865,70.54,28.0,30.0,0.676,10,38.0,94,2.92
Telangana,Kidnapping & Abduction,2001,1433,4.84,23.25,49375.0,5.58,128,865,70.54,28.0,30.0,0.676,10,38.0,94,2.92
Telangana,Murder,2001,724,4.84,23.25,49375.0,5.58,128,865,70.54,28.0,30.0,0.676,10,38.0,94,2.92
Telangana,Rape,2001,820,4.84,23.25,49375.0,5.58,128,865,70.54,28.0,30.0,0.676,10,38.0,94,2.92
Telangana,Riots,2001,127,4.84,23.25,49375.0,5.58,128,865,70.54,28.0,30.0,0.676,10,38.0,94,2.92
